['[CLS]', '▁presents', '▁a', '▁good', '▁case', '▁while', '▁failing', '▁to', '▁provide', '▁a', '▁reason', '▁for', '▁us', '▁to', '▁care', '▁beyond', '▁the', '▁very', '▁basic', '▁', 'dict', 'um', 's', '▁of', '▁human', '▁dec', 'ency', '[SEP]']	[0.8076601028442383, 0.005985999945551157, 0.006429322995245457, 0.007209852337837219, 0.006906039547175169, 0.007282589096575975, 0.00755883427336812, 0.006468512117862701, 0.008722025901079178, 0.006559460423886776, 0.007870140485465527, 0.008532783016562462, 0.005959064234048128, 0.006818772759288549, 0.006938479840755463, 0.007588664069771767, 0.0070981658063828945, 0.00768661592155695, 0.006646976340562105, 0.006726663094013929, 0.007372665219008923, 0.007097860798239708, 0.00648994417861104, 0.006205585319548845, 0.006241743918508291, 0.00632893992587924, 0.006751341745257378, 0.01086261123418808]
['[CLS]', '▁beautifully', '▁crafted', '▁engaging', '▁filmmaking', '▁that', '▁should', '▁attract', '▁up', 'scale', '▁audiences', '▁hungry', '▁for', '▁quality', '▁and', '▁a', '▁no', 'stal', 'gic', '▁twist', 'y', '▁yarn', '▁that', '▁will', '▁keep', '▁them', '▁guessing', '[SEP]']	[0.805882453918457, 0.006680773105472326, 0.0067163873463869095, 0.006013395264744759, 0.006370695773512125, 0.007943497970700264, 0.008083158172667027, 0.007131412625312805, 0.006259618327021599, 0.006646719761192799, 0.007728767581284046, 0.007738953456282616, 0.007715294137597084, 0.006616185884922743, 0.008137998171150684, 0.006880840752273798, 0.007661988027393818, 0.0077086458913981915, 0.006891509983688593, 0.006745630409568548, 0.0075400532223284245, 0.006173772271722555, 0.007813089527189732, 0.007449682801961899, 0.00683298334479332, 0.00586966285482049, 0.006207192782312632, 0.01055957656353712]
['[CLS]', '▁bread', '▁my', '▁sweet', '▁has', '▁so', '▁many', '▁f', 'law', 's', '▁it', '▁would', '▁be', '▁easy', '▁for', '▁critics', '▁to', '▁shred', '▁it', '[SEP]']	[0.6592571139335632, 0.014780775643885136, 0.015660250559449196, 0.016650976613163948, 0.018765414133667946, 0.018387241289019585, 0.018236519768834114, 0.018039988353848457, 0.018618280068039894, 0.016309885308146477, 0.017093753442168236, 0.021877087652683258, 0.019333140924572945, 0.021237565204501152, 0.01878092996776104, 0.018476977944374084, 0.015565604902803898, 0.013475913554430008, 0.013792432844638824, 0.02566010318696499]
['[CLS]', '▁slow', '▁silly', '▁and', '▁un', 'in', 'ten', 'tion', 'ally', '▁hil', 'ario', 'us', '[SEP]']	[0.3811235725879669, 0.04201514273881912, 0.0485820434987545, 0.049053993076086044, 0.060316748917102814, 0.04424149543046951, 0.052685514092445374, 0.05557285621762276, 0.05575481429696083, 0.048609986901283264, 0.04786539450287819, 0.04801425710320473, 0.0661640390753746]
['[CLS]', '▁ultimately', '▁feels', '▁empty', '▁and', '▁un', 's', 'ati', 's', 'fy', 'ing', '▁like', '▁swallowing', '▁a', '▁communion', '▁wa', 'fer', '▁without', '▁the', '▁wine', '[SEP]']	[0.6079813838005066, 0.016242967918515205, 0.02456587366759777, 0.018781058490276337, 0.01970478519797325, 0.023675255477428436, 0.017215963453054428, 0.020152419805526733, 0.018368344753980637, 0.018321260809898376, 0.020543528720736504, 0.01890745386481285, 0.01704161800444126, 0.018370531499385834, 0.01570708118379116, 0.022761492058634758, 0.01919359527528286, 0.020733674988150597, 0.016480153426527977, 0.0162301454693079, 0.029021339491009712]
['[CLS]', '▁ex', 'ude', 's', '▁the', '▁f', 'izz', '▁of', '▁a', '▁bus', 'by', '▁berkeley', '▁musical', '▁and', '▁the', '▁vis', 'cer', 'al', '▁excitement', '▁of', '▁a', '▁sports', '▁extra', 'vag', 'anza', '[SEP]']	[0.7395071983337402, 0.010516282171010971, 0.009095478802919388, 0.00870869867503643, 0.010363773442804813, 0.010697252117097378, 0.009155313484370708, 0.01036690641194582, 0.010494396090507507, 0.009856781922280788, 0.008446235209703445, 0.008611204102635384, 0.011250604875385761, 0.012291185557842255, 0.010756037198007107, 0.010920118540525436, 0.008525559678673744, 0.012034276500344276, 0.012803556397557259, 0.009780967608094215, 0.010075015015900135, 0.00991760939359665, 0.009419707581400871, 0.012746552936732769, 0.00800169724971056, 0.01565777137875557]
['[CLS]', '▁the', '▁film', '▁re', 'hash', 'es', '▁several', '▁old', '▁themes', '▁and', '▁is', '▁capped', '▁with', '▁point', 'less', '▁extreme', 's', '[SEP]']	[0.5805180072784424, 0.019903335720300674, 0.022922320291399956, 0.028858812525868416, 0.019305473193526268, 0.02526620402932167, 0.027629461139440536, 0.0231527891010046, 0.024513455107808113, 0.02706330083310604, 0.02890831045806408, 0.020792782306671143, 0.026544326916337013, 0.02327459305524826, 0.026006599888205528, 0.024741191416978836, 0.01922042854130268, 0.03137873858213425]
['[CLS]', '▁ryan', '▁go', 's', 'ling', '▁is', '▁in', '▁a', '▁word', '▁brilliant', '▁as', '▁the', '▁conflict', 'ed', '▁daniel', '[SEP]']	[0.5723782181739807, 0.02475208416581154, 0.026234177872538567, 0.025362608954310417, 0.028998633846640587, 0.034186821430921555, 0.025826875120401382, 0.02625194564461708, 0.028515085577964783, 0.03203058987855911, 0.029360206797719002, 0.026838630437850952, 0.029769517481327057, 0.02763167954981327, 0.02397858537733555, 0.037884168326854706]
['[CLS]', '▁if', '▁deuce', 's', '▁wild', '▁had', '▁been', '▁tweak', 'ed', '▁up', '▁a', '▁not', 'ch', '▁it', '▁would', '▁have', '▁become', '▁a', '▁camp', '▁adventure', '▁one', '▁of', '▁those', '▁movies', '[SEP]']	[0.7074658274650574, 0.013691920787096024, 0.008647452108561993, 0.010383356362581253, 0.010823436081409454, 0.012844043783843517, 0.014052546583116055, 0.011225022375583649, 0.013566337525844574, 0.01049856562167406, 0.011369814164936543, 0.013186460360884666, 0.012264132499694824, 0.010863875038921833, 0.015520179644227028, 0.012334867380559444, 0.015954401344060898, 0.011662841774523258, 0.01057057362049818, 0.013522284105420113, 0.011223203502595425, 0.01147542055696249, 0.010106178931891918, 0.011323116719722748, 0.015424094162881374]
['[CLS]', '▁fri', 'da', '▁is', '▁certainly', '▁no', '▁disaster', '▁but', '▁neither', '▁is', '▁it', '▁the', '▁kahl', 'o', '▁movie', '▁fri', 'da', '▁fans', '▁have', '▁been', '▁looking', '▁for', '[SEP]']	[0.6339333057403564, 0.013415581546723843, 0.014635655097663403, 0.01838407665491104, 0.017747918143868446, 0.01744529977440834, 0.015561975538730621, 0.021749280393123627, 0.0181101206690073, 0.019987722858786583, 0.014224499464035034, 0.01576339267194271, 0.013981455937027931, 0.016950201243162155, 0.018123675137758255, 0.014944911934435368, 0.016270898282527924, 0.01625872030854225, 0.015863703563809395, 0.015619114972651005, 0.015812363475561142, 0.01353207603096962, 0.02168409526348114]
