['[CLR]', 'на', 'болотах', 'оставался', 'еще', 'лед', 'но', 'на', 'берегах', 'реки', 'появилась', 'трава', '[SEP]']	[2.2917453348636627, 1.44722044095397, 4.7910477593541145, 3.6389941051602364, 3.80400862544775, 4.957496747374535, 2.0735507011413574, 1.4373677000403404, 3.2816337421536446, 2.9075428918004036, 3.380270302295685, 5.572520539164543, 10.993591576814651]
['[CLR]', 'он', 'ловко', 'поддел', 'концом', 'ножа', 'замочки', 'и', 'они', 'отскочили', '[SEP]']	[2.616237536072731, 1.8513704426586628, 5.73287471011281, 5.53616589307785, 4.519928686320782, 4.2354037165641785, 7.355712134391069, 2.002304956316948, 2.3725808784365654, 13.160203274339437, 13.812112525105476]
['[CLR]', 'ваня', 'раскрыл', 'было', 'рот', 'но', 'понял', 'что', 'не', 'так', 'и', 'промолчал', '[SEP]']	[2.531910218298435, 6.489393703639507, 7.8245589174330235, 2.7379164807498455, 5.414826408028603, 2.354227652773261, 4.693885792046785, 1.5302568329498172, 1.4964367095381021, 2.3252737279981375, 2.2775257732719183, 10.726531021296978, 11.960966885089874]
['[CLR]', 'сделав', 'мне', 'знак', 'помолчать', 'он', 'приложил', 'ухо', 'к', 'двери', '[SEP]']	[2.1825367510318756, 7.628495067358017, 3.786849334836006, 4.799589648842812, 9.542151048779488, 1.8105569928884506, 5.326775759458542, 5.028112888336182, 1.4277634844183922, 6.178827583789825, 9.055459648370743]
['[CLR]', 'я', 'сделала', 'шаг', 'навстречу', 'приехала', 'к', 'ней', 'попросив', 'выслушать', 'меня', '[SEP]']	[1.9886935353279114, 1.4319750480353832, 2.66539803147316, 3.6320203468203545, 4.491988152265549, 4.852251831442118, 1.5568063966929913, 1.9762027822434902, 3.877336971461773, 4.839605800807476, 2.018404357135296, 10.51379656791687]
['[CLR]', 'дорога', 'ведет', 'в', 'глухой', 'лес', 'петляя', 'по', 'склонам', '[SEP]']	[1.9373763054609299, 2.238213114440441, 3.396025151014328, 1.2326576560735703, 3.670378163456917, 3.8159097395837307, 6.216350439935923, 1.188478797674179, 3.710985764861107, 9.361373245716095]
['[CLR]', 'не', 'поручайте', 'мужу', 'ухаживать', 'за', 'рыбками', 'в', 'аквариуме', 'он', 'обязательно', 'забудет', '[SEP]']	[2.4637614712119102, 1.903643460944295, 10.314331840723753, 4.749263860285282, 6.080291241407394, 1.3334151972085238, 6.172058574855328, 1.6452251486480236, 5.9613984525203705, 2.206827886402607, 3.3272599279880524, 12.318479303270578, 9.35788007080555]
['[CLR]', 'выходя', 'замуж', 'ты', 'надеялась', 'обрести', 'спокойствие', 'уютный', 'дом', 'крепкую', 'семью', '[SEP]']	[2.9331209659576416, 6.43699412047863, 4.639393538236618, 5.26959864795208, 9.802580125629902, 6.11707991361618, 6.960937485098839, 10.25221198797226, 3.552805133163929, 8.39058668166399, 4.691324055194855, 5.323158860206604]
['[CLR]', 'и', 'не', 'надо', 'ставить', 'это', 'целью', 'всей', 'своей', 'жизни', '[SEP]']	[2.0290583223104477, 1.1112233065068722, 1.3005347698926926, 3.3049373030662537, 3.973275236785412, 1.7226196639239788, 4.381786957383156, 3.013356540352106, 2.3118283227086067, 3.0379486680030823, 8.722928404808044]
['[CLR]', 'у', 'нас', 'в', 'волгограде', 'многие', 'придерживаются', 'иной', 'точки', 'зрения', '[SEP]']	[2.0856496691703796, 1.2728832364082336, 1.920601636171341, 1.2006196305155754, 6.344371993094683, 1.8711831793189049, 3.7197231352329254, 2.423041507601738, 2.6047120206058025, 2.9152050465345383, 8.906298443675041]
['[CLR]', 'очень', 'тогда', 'злые', 'попадались', 'люди', '[SEP]']	[1.773131012916565, 3.0720676481723785, 2.3100457936525345, 4.251581758260727, 5.914396777749062, 1.8011871427297592, 4.263551488518715]
['[CLR]', 'на', 'привале', 'у', 'озера', 'юный', 'турист', 'вручил', 'товарищам', 'ведро', 'и', 'кувшин', '[SEP]']	[2.1131773814558983, 1.4197713620960712, 7.0230776853859425, 1.3230849504470825, 2.5029894933104515, 2.3357964009046555, 2.656460702419281, 3.4458295702934265, 4.252231165766716, 2.7933237850666046, 1.3926161043345928, 3.8001642748713493, 9.674152240157127]
['[CLR]', 'наживка', 'на', 'которую', 'он', 'ловил', 'рыбу', 'быстро', 'закончилась', '[SEP]']	[2.2315584495663643, 9.601943708956242, 1.2119248136878014, 2.5387987084686756, 1.6234551146626472, 6.735174369066954, 4.3433199897408485, 3.1896040737628937, 4.454518541693687, 8.535855740308762]
['[CLR]', 'мне', 'было', 'лень', 'идти', 'на', 'стоянку', 'и', 'сметать', 'снег', 'с', 'машины', '[SEP]']	[2.5064003579318523, 3.2324170526117086, 2.3006049655377865, 7.57124418579042, 3.5974882878363132, 1.6009238213300705, 4.796612955629826, 1.6715437546372414, 6.487320490181446, 4.0238243117928505, 1.329364001750946, 4.457431927323341, 11.673862427473068]
['[CLR]', 'город', 'раскинувшийся', 'вдоль', 'реки', 'состоял', 'из', 'двух', 'частей', '[SEP]']	[2.0566270127892494, 1.5603826940059662, 7.519011851400137, 1.3469589464366436, 1.5200583934783936, 1.7564850747585297, 0.7080626897513866, 1.3224178105592728, 1.9972289204597473, 10.58200752735138]
['[CLR]', 'в', 'каждом', 'углу', 'комнаты', 'сидели', 'по', 'две', 'кошки', '[SEP]']	[1.724223155528307, 1.0866405330598354, 2.9882059395313263, 4.504909314215183, 3.5314498394727707, 3.4036504477262497, 1.5179344788193703, 1.8371978253126144, 4.044340342283249, 5.87780886888504]
['[CLR]', 'здесь', 'потребуется', 'врач', 'который', 'будет', 'лечить', 'заболевших', 'в', 'экспедиции', '[SEP]']	[1.9592230319976807, 1.2662478759884834, 2.912710204720497, 1.580923154950142, 0.9440095573663712, 1.2541438080370426, 1.947411596775055, 3.580168217420578, 0.9010597541928291, 3.1824381053447723, 9.297265261411667]
['[CLR]', 'у', 'моего', 'отца', 'был', 'счет', 'в', 'швейцарском', 'банке', 'он', 'был', 'лесоторговец', '[SEP]']	[2.824746035039425, 2.1691783741116524, 5.181464701890945, 3.7099789194762707, 2.5946311317384243, 5.732187993824482, 1.7156844474375248, 5.754147835075855, 5.7426542937755585, 2.787999330088496, 2.2169321086257696, 13.409737683832645, 11.261479616165161]
['[CLR]', 'количество', 'денег', 'в', 'обороте', 'выросло', 'благодаря', 'союзу', 'с', 'американским', 'банком', '[SEP]']	[1.993433889001608, 3.0587933529168367, 4.058625426143408, 1.3956262096762657, 5.549807388335466, 3.716148156672716, 2.5538991801440716, 4.149592164903879, 1.2937460411339998, 2.480237863957882, 4.574196919798851, 8.080084726214409]
['[CLR]', 'возможности', 'этих', 'перемен', 'будут', 'обсуждаться', 'в', 'париже', 'летом', 'будущего', 'года', '[SEP]']	[2.057984683662653, 3.3636358119547367, 2.9815828576684, 5.453345160931349, 2.03029558993876, 5.635560140013695, 1.31836143322289, 10.211660947650671, 2.1490744538605213, 2.161900594830513, 1.6350475326180458, 6.093322724103928]
['[CLR]', 'применение', 'микросхемы', 'даст', 'возможность', 'уменьшить', 'вес', 'бытовой', 'электроники', '[SEP]']	[1.817128274589777, 2.857278920710087, 3.4312983378767967, 2.406750373542309, 2.484710492193699, 3.630789168179035, 2.791596695780754, 2.315196394920349, 3.625681981444359, 6.916415691375732]
