['[CLS]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[2.1578448183845467e-07, 1.859077087829064e-07, 1.6802556501716026e-07, 1.5196995661881374e-07, 1.802389704153029e-07, 1.9784151561452745e-07, 1.6958145465650887e-07, 1.6356385401650186e-07, 1.55235170495871e-07, 1.6274758252166066e-07, 1.5272675568667182e-07, 1.5759422922201338e-07, 2.232759186426847e-07, 1.6798760782421596e-07, 1.6808390057576617e-07, 1.5958057986154017e-07, 2.0492916519287974e-07, 1.5405576903049223e-07, 1.5293402100269304e-07, 4.7038147954481246e-07, 1.817297032857823e-07, 1.9890167379799095e-07, 3.6919799129009334e-07, 0.999995231628418]
['[CLS]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[1.14480691593144e-07, 7.678741553718282e-08, 7.294796944279369e-08, 7.548758418352008e-08, 9.411708390416607e-08, 9.052809701870501e-08, 8.725750433313806e-08, 7.809354940491176e-08, 7.999459938901055e-08, 7.357229492299666e-08, 7.068742036153708e-08, 7.521910561081313e-08, 6.991226797481431e-08, 8.14882241684245e-08, 7.724145945076089e-08, 2.150456950289481e-07, 1.5312520673660401e-07, 8.386848548980197e-08, 8.05210405019352e-08, 9.194756245278768e-08, 8.497873693613656e-08, 9.619640906066707e-08, 8.456851929850018e-08, 0.999998152256012]
['[CLS]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[4.5355009206105024e-05, 4.197274029138498e-05, 4.0601797081762925e-05, 3.970342004322447e-05, 4.1104347474174574e-05, 3.486641071503982e-05, 3.5227752960054204e-05, 3.670474688988179e-05, 3.218121491954662e-05, 3.6175759305479005e-05, 3.304421261418611e-05, 3.373810977791436e-05, 3.728468072949909e-05, 4.3852724047610536e-05, 3.6078563425689936e-05, 7.175108476076275e-05, 4.111355883651413e-05, 0.9993192553520203]
['[CLS]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[0.0031870161183178425, 0.0033588921651244164, 0.0028857288416475058, 0.0037652873434126377, 0.014222302008420229, 0.0031368432100862265, 0.9694439768791199]
['[CLS]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[2.059509279206395e-05, 1.8398030078969896e-05, 2.0618852431653067e-05, 1.5913363313302398e-05, 1.7270747775910422e-05, 5.924607285123784e-05, 1.817782685975544e-05, 1.780588172550779e-05, 1.601304938958492e-05, 1.6987623894237913e-05, 3.1526031307294033e-05, 1.8180548067903146e-05, 1.602693555469159e-05, 1.7893376934807748e-05, 0.9996957778930664]
['[CLS]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[3.6325621977084666e-07, 5.718445095226343e-07, 2.518444546240062e-07, 4.080579429910358e-07, 2.223814874469099e-07, 2.447120266424463e-07, 4.0760646413673385e-07, 2.4426461209259287e-07, 2.1969447061565006e-07, 2.7309678785059077e-07, 2.7285520332043234e-07, 6.14317414715515e-07, 2.186758649713738e-07, 2.385243078606436e-07, 2.6528809371484385e-07, 2.3804891213785595e-07, 8.555318800063105e-07, 0.9999942779541016]
['[CLS]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[0.0003520712780300528, 0.00031743309227749705, 0.00034394048270769417, 0.000856601691339165, 0.0002860044769477099, 0.00030688868719153106, 0.0003003052552230656, 0.00030039320699870586, 0.00029944555717520416, 0.0002708639367483556, 0.00029441172955557704, 0.0003140935441479087, 0.0003195212048012763, 0.9954376220703125]
['[CLS]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[0.0006337383529171348, 0.0004946019034832716, 0.0009430876234546304, 0.0007492706645280123, 0.0005670823156833649, 0.0005515789380297065, 0.0005602292367257178, 0.00046772180940024555, 0.0007317575509659946, 0.0006034743855707347, 0.0010363804758526385, 0.0005591542576439679, 0.9921020269393921]
['[CLS]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[9.680026096248184e-07, 7.143773359530314e-07, 1.90955063317233e-06, 6.112695700721815e-07, 6.944840720279899e-07, 6.892825581417128e-07, 2.6153736598644173e-06, 6.857884500277578e-07, 7.520887947976007e-07, 7.321989983211097e-07, 8.321887321471877e-07, 6.553200933012704e-07, 6.554701030836441e-07, 7.011554998825886e-07, 7.003662858551252e-07, 6.821304623372271e-07, 7.091472866704862e-07, 7.121903422557807e-07, 6.360545512507088e-07, 7.782690545354853e-07, 1.0725035508585279e-06, 0.9999818205833435]
['[CLS]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[4.0598606574349105e-06, 5.406859145296039e-06, 2.879319708881667e-06, 2.5840151920419885e-06, 2.6435534437041497e-06, 3.0525434340233915e-06, 2.89759668703482e-06, 2.6563202482066117e-06, 2.5627573450037744e-06, 2.6624277325026924e-06, 2.9921920940978453e-06, 8.38456253404729e-06, 2.998047648361535e-06, 5.64506126465858e-06, 2.809971192618832e-06, 2.5091417228395585e-06, 2.4164423848560546e-06, 2.4863172711775405e-06, 2.9832790460204706e-06, 0.9999351501464844]
['[CLS]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.0011031756876036525, 0.0009381429990753531, 0.0010333863319829106, 0.001002839650027454, 0.0018604461220093071, 0.0009610496344976127, 0.0034712043707259, 0.0011205888586118817, 0.988508939743042]
['[CLS]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.004006527829915285, 0.004484313540160656, 0.004402050282806158, 0.0038604498840868473, 0.004118975251913071, 0.010571555700153112, 0.00396914966404438, 0.0037522786296904087, 0.9608348608016968]
['[CLS]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.009796963073313236, 0.008975009433925152, 0.009091081097722054, 0.009538126178085804, 0.008976362645626068, 0.009791373275220394, 0.00957484170794487, 0.01049927156418562, 0.010540415532886982, 0.9132165908813477]
['[CLS]', 'but', 'if', '[SEP]']	[0.13317731022834778, 0.14596045017242432, 0.15806174278259277, 0.5628005266189575]
['[CLS]', 'the', 'acting', 'is', 'stiff', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', '[SEP]']	[3.105951691395603e-05, 2.3939692255225964e-05, 2.3041884560370818e-05, 2.27497785090236e-05, 2.286534072482027e-05, 2.6491394237382337e-05, 2.4698369088582695e-05, 2.5236233341274783e-05, 2.0965853764209896e-05, 1.9925329979741946e-05, 2.1961257516522892e-05, 2.544503331591841e-05, 2.5264936994062737e-05, 2.428060724923853e-05, 2.2612273824051954e-05, 2.3090718968887813e-05, 2.2742293367628008e-05, 2.2210555471247062e-05, 2.2461159460362978e-05, 2.377118289587088e-05, 0.9995251297950745]
['[CLS]', 'this', 'version', 'moves', 'beyond', 'the', '[SEP]']	[0.036601532250642776, 0.03342501074075699, 0.03534699231386185, 0.03687683120369911, 0.03609873354434967, 0.0386001281440258, 0.7830505967140198]
['[CLS]', 'a', 'first-class', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film', '[SEP]']	[8.37942206999287e-06, 6.748746727680555e-06, 1.5739386071800254e-05, 4.407815595186548e-06, 5.326620339474175e-06, 5.380447419156553e-06, 5.508198228199035e-06, 6.199220933922334e-06, 4.50450988864759e-06, 5.322019660525257e-06, 4.7158396228041966e-06, 8.767445251578465e-06, 4.276937943359371e-06, 5.1000452003791e-06, 4.841532245336566e-06, 5.106966000312241e-06, 5.918886472500162e-06, 4.580575478030369e-06, 5.292627974995412e-06, 4.720730885310331e-06, 5.54907092009671e-06, 0.9998740553855896]
['[CLS]', 'the', 'film', 'is', 'so', 'bad', 'it', '[SEP]']	[0.029763393104076385, 0.03109654411673546, 0.02972365915775299, 0.031262632459402084, 0.03192247822880745, 0.029859742149710655, 0.033997200429439545, 0.782374382019043]
['[CLS]', 'weiss', 'and', 'speck', 'never', 'make', 'a', 'convincing', 'case', 'for', 'the', 'relevance', 'of', 'these', 'two', '20th-century', 'footnotes', '[SEP]']	[2.564346459621447e-06, 1.8263240235683043e-06, 2.227963932455168e-06, 3.3347647558912286e-06, 2.2076553705119295e-06, 2.1151047349121654e-06, 1.9117292140435893e-06, 1.857136112448643e-06, 1.943422148542595e-06, 2.019504108830006e-06, 1.99499049813312e-06, 1.93994651453977e-06, 1.885904907794611e-06, 2.059221515082754e-06, 2.175550207539345e-06, 5.0644997600102215e-06, 3.876219352605403e-06, 0.9999590516090393]
['[CLS]', 'another', 'best', 'of', 'the', 'year', 'selection', '[SEP]']	[0.040223002433776855, 0.037471819669008255, 0.03371243551373482, 0.03267735242843628, 0.036179445683956146, 0.030990099534392357, 0.037358012050390244, 0.7513878345489502]
['[CLS]', 'same', 'song', 'second', 'verse', 'coulda', 'been', 'better', 'but', 'it', 'coulda', 'been', 'worse', '[SEP]']	[0.0003462574095465243, 0.0003086323558818549, 0.0002952408976852894, 0.0003004894533660263, 0.00034116453025490046, 0.0005662262556143105, 0.0002867689763661474, 0.0002829141158144921, 0.00031609091092832386, 0.00029958324739709496, 0.0005957556422799826, 0.00028923372155986726, 0.00030154213891364634, 0.9954698085784912]
['[CLS]', 'i', 'love', 'the', 'robust', 'middle', 'of', 'this', 'picture', '[SEP]']	[0.008696622215211391, 0.008041668683290482, 0.008993448689579964, 0.008271018043160439, 0.008048899471759796, 0.008184642530977726, 0.007826161570847034, 0.008763476274907589, 0.010614141821861267, 0.9225598573684692]
['[CLS]', 'the', 'soundtrack', 'alone', 'is', 'worth', 'the', 'price', 'of', 'admission', '[SEP]']	[0.012761811725795269, 0.01220910344272852, 0.0117259556427598, 0.010983447544276714, 0.012922011315822601, 0.011969197541475296, 0.011680595576763153, 0.0107798520475626, 0.011599814519286156, 0.011899077333509922, 0.8814690113067627]
['[CLS]', 'mostly', 'martha', 'could', 'have', 'used', 'a', 'little', 'trimming', '10', 'or', '15', 'minutes', 'could', 'be', 'cut', 'and', 'no', 'one', 'would', 'notice', 'but', '[SEP]']	[9.558464626024943e-06, 7.374671895377105e-06, 7.488607025152305e-06, 7.523883596149972e-06, 7.426857791870134e-06, 6.928074526513228e-06, 6.551036221935647e-06, 6.748392934241565e-06, 1.5149026239669183e-05, 6.296760147961322e-06, 6.722038506268291e-06, 5.840086032549152e-06, 6.4855416894715745e-06, 6.84779752191389e-06, 6.6777088250091765e-06, 7.558051038358826e-06, 8.049731150094885e-06, 6.200769348652102e-06, 6.509292688861024e-06, 6.2146941672835965e-06, 6.644820587098366e-06, 1.4279674360295758e-05, 0.9998312592506409]
['[CLS]', 'for', 'the', 'rest', 'of', 'us', 'sitting', 'through', '[SEP]']	[0.010890379548072815, 0.01136882696300745, 0.009766118600964546, 0.009827117435634136, 0.009887615218758583, 0.01064513623714447, 0.010761362500488758, 0.010576196014881134, 0.9162773489952087]
['[CLS]', 'featuring', 'a', 'dangerously', 'seductive', 'performance', 'from', 'the', 'great', 'daniel', 'auteuil', '[SEP]']	[0.0005387924029491842, 0.00044309726217761636, 0.0004296715196687728, 0.00037802275619469583, 0.00038373269489966333, 0.00044141043326817453, 0.0004091985756531358, 0.00041232534567825496, 0.0004218989342916757, 0.0003956298460252583, 0.0011118727852590382, 0.994634747505188]
