['[CLS]', 'de', 'enorme', 'belangstelling', 'die', 'het', 'publiek', 'toonde', 'voor', 'wat', 'indertijd', 'bekend', 'stond', 'als', 'de', 'zaak', 'styles', 'wordt', 'nu', 'wat', 'minder', '[SEP]']	[0.032368287444114685, 0.02038528025150299, 0.068708511069417, 0.08175425976514816, 0.023431623354554176, 0.018948601558804512, 0.055077049881219864, 0.05814940109848976, 0.021749017760157585, 0.026019614189863205, 0.15026065334677696, 0.04606092721223831, 0.03544055297970772, 0.02924310229718685, 0.020363174378871918, 0.04135282337665558, 0.1282476969063282, 0.030142763629555702, 0.027138633653521538, 0.026595717296004295, 0.030261361971497536, 0.028301183134317398]
['[CLS]', 'niettemin', 'is', 'mij', 'zowel', 'door', 'mijn', 'vriend', 'poirot', 'als', 'door', 'de', 'betrokken', 'familieleden', 'verzocht', 'een', 'verslag', 'van', 'het', 'hele', 'gebeuren', 'te', 'schrijven', 'gezien', 'het', 'feit', 'dat', 'er', 'in', 'de', 'hele', 'wereld', 'grote', 'ruchtbaarheid', 'aan', 'gegeven', 'is', '[SEP]']	[0.022134210914373398, 0.08286337368190289, 0.014616760425269604, 0.020507633686065674, 0.0471392460167408, 0.014438088983297348, 0.014537216164171696, 0.0229289960116148, 0.059576526284217834, 0.017443235963582993, 0.01513282023370266, 0.012282942421734333, 0.028172917664051056, 0.04469199292361736, 0.05706401169300079, 0.013681197538971901, 0.0322643518447876, 0.012672058306634426, 0.01216800231486559, 0.022736825048923492, 0.03184964135289192, 0.014521662145853043, 0.024752844125032425, 0.025199957191944122, 0.012087848968803883, 0.043875716626644135, 0.015732349827885628, 0.01674524135887623, 0.013114449568092823, 0.012242297641932964, 0.02205696329474449, 0.022528082132339478, 0.017910068854689598, 0.08942128345370293, 0.013129341416060925, 0.022918812930583954, 0.014790235087275505, 0.020071040838956833]
['[CLS]', 'op', 'deze', 'manier', 'hopen', 'we', 'voorgoed', 'een', 'einde', 'te', 'maken', 'aan', 'de', 'sensationele', 'geruchten', 'die', 'nog', 'steeds', 'de', 'ronde', 'doen', '[SEP]']	[0.03740372508764267, 0.025487221777439117, 0.03377189487218857, 0.06349876523017883, 0.07712411135435104, 0.029316922649741173, 0.07323672063648701, 0.022381819784641266, 0.04811104014515877, 0.02579614892601967, 0.03214209899306297, 0.022859765216708183, 0.021033933386206627, 0.16100139915943146, 0.09594130516052246, 0.025713104754686356, 0.030902674421668053, 0.04783153533935547, 0.020500387996435165, 0.043188709765672684, 0.03168724849820137, 0.031069893389940262]
['[CLS]', 'ik', 'zal', 'daarom', 'in', 'het', 'kort', 'de', 'omstandigheden', 'uiteenzetten', 'die', 'ertoe', 'geleid', 'hebben', 'dat', 'ik', 'bij', 'de', 'zaak', 'betrokken', 'raakte', '[SEP]']	[0.03857219219207764, 0.03400253504514694, 0.03509089723229408, 0.05392646789550781, 0.02567293494939804, 0.023505475372076035, 0.04388302192091942, 0.022910574451088905, 0.06589843332767487, 0.14683735370635986, 0.02801213227212429, 0.079973965883255, 0.06462987512350082, 0.02877427265048027, 0.029245227575302124, 0.03259582445025444, 0.025193726643919945, 0.023171333596110344, 0.042945656925439835, 0.06146477907896042, 0.060441065579652786, 0.03325251117348671]
['[CLS]', 'ik', 'was', 'gewond', 'van', 'het', 'front', 'naar', 'huis', 'gestuurd', 'en', 'nadat', 'ik', 'enige', 'maanden', 'had', 'doorgebracht', 'in', 'een', 'nogal', 'deprimerend', 'herstellingsoord', 'kreeg', 'ik', 'een', 'maand', 'ziekteverlof', '[SEP]']	[0.02703181840479374, 0.01930810883641243, 0.018700774759054184, 0.053023919463157654, 0.015457822009921074, 0.01555710844695568, 0.030297566205263138, 0.018824754282832146, 0.022176025435328484, 0.05314275622367859, 0.01622770167887211, 0.047321923077106476, 0.01805577240884304, 0.04155384749174118, 0.027363941073417664, 0.019156116992235184, 0.07109330594539642, 0.016141144558787346, 0.01636657677590847, 0.056863848119974136, 0.096099853515625, 0.1047312393784523, 0.027460753917694092, 0.017988106235861778, 0.01619918830692768, 0.027449127286672592, 0.08324097469449043, 0.023165853694081306]
['[CLS]', 'aangezien', 'ik', 'geen', 'naaste', 'familie', 'of', 'vrienden', 'heb', 'was', 'ik', 'nog', 'aan', 'het', 'overleggen', 'wat', 'ik', 'zou', 'gaan', 'doen', 'toen', 'ik', 'john', 'cavendish', 'tegen', 't', 'lijf', 'liep', '[SEP]']	[0.024439839646220207, 0.262874037027359, 0.014611359685659409, 0.017880141735076904, 0.04006687272340059, 0.0226538497954607, 0.020174285396933556, 0.025900118052959442, 0.01996873877942562, 0.01484584342688322, 0.014738117344677448, 0.016476601362228394, 0.013138767331838608, 0.011838328093290329, 0.06744250655174255, 0.016003599390387535, 0.014799646101891994, 0.017692532390356064, 0.017012884840369225, 0.01894047111272812, 0.023937787860631943, 0.01423046924173832, 0.08979870937764645, 0.09148652292788029, 0.015326008200645447, 0.012866386212408543, 0.03868039697408676, 0.023346249014139175, 0.018828805536031723]
['[CLS]', 'ik', 'had', 'hem', 'de', 'laatste', 'jaren', 'weinig', 'gezien', '[SEP]']	[0.08978922665119171, 0.09279139339923859, 0.07987973093986511, 0.09374217689037323, 0.05731549486517906, 0.10357172787189484, 0.11932726204395294, 0.15383704006671906, 0.1228836178779602, 0.08686232566833496]
['[CLS]', 'eigenlijk', 'had', 'ik', 'hem', 'nooit', 'goed', 'gekend', '[SEP]']	[0.0760292038321495, 0.1389371007680893, 0.06499647349119186, 0.06731534004211426, 0.07350848615169525, 0.1267995983362198, 0.07475585490465164, 0.3104632794857025, 0.06719474494457245]
['[CLS]', 'in', 'de', 'eerste', 'plaats', 'was', 'hij', 'ruim', 'vijftien', 'jaar', 'ouder', 'dan', 'ik', 'hoewel', 'je', 'hem', 'zijn', 'vijfenveertig', 'jaar', 'nauwelijks', 'aanzag', '[SEP]']	[0.03398570790886879, 0.02509133704006672, 0.020096879452466965, 0.039034053683280945, 0.03567662462592125, 0.02653137594461441, 0.02548658847808838, 0.043413709849119186, 0.04716791957616806, 0.03491567075252533, 0.08591494709253311, 0.02758927270770073, 0.02595573104918003, 0.10699385404586792, 0.02589574083685875, 0.03057694248855114, 0.02112477272748947, 0.1457834094762802, 0.03488079458475113, 0.05872311815619469, 0.07608504593372345, 0.02907653898000717]
['[CLS]', 'maar', 'als', 'jongen', 'had', 'ik', 'dikwijls', 'gelogeerd', 'op', 'styles', 'het', 'landgoed', 'van', 'zijn', 'moeder', 'in', 'essex', '[SEP]']	[0.0367065854370594, 0.027549585327506065, 0.027384594082832336, 0.037545096129179, 0.02659149281680584, 0.02489517629146576, 0.11018279194831848, 0.25445426255464554, 0.020934997126460075, 0.13012748956680298, 0.02021602913737297, 0.08220991492271423, 0.020167574286460876, 0.020396674051880836, 0.030315013602375984, 0.02093915082514286, 0.07844657637178898, 0.03093714639544487]
['[CLS]', 'we', 'praatten', 'een', 'hele', 'tijd', 'over', 'vroeger', 'en', 'het', 'eind', 'van', 't', 'liedje', 'was', 'dat', 'hij', 'mij', 'uitnodigde', 'mijn', 'verlof', 'door', 'te', 'brengen', 'op', 'styles', '[SEP]']	[0.03390180319547653, 0.021543901413679123, 0.06687061674892902, 0.017487775534391403, 0.03965176269412041, 0.022127704694867134, 0.020471589639782906, 0.05451658368110657, 0.017241520807147026, 0.016404658555984497, 0.03133644908666611, 0.016349783167243004, 0.017033152282238007, 0.05210272967815399, 0.02039528451859951, 0.02074744738638401, 0.01914307288825512, 0.028289955109357834, 0.17217250727117062, 0.018770068883895874, 0.0586005263030529, 0.020215889438986778, 0.01933491975069046, 0.04036291316151619, 0.017416099086403847, 0.1091639706864953, 0.028347201645374298]
['[CLS]', 'moeder', 'zal', 'het', 'erg', 'leuk', 'vinden', 'je', 'weer', 'eens', 'te', 'al', 'die', 'jaren', 'voegde', 'hij', 'eraan', 'toe', '[SEP]']	[0.03991739824414253, 0.042368922382593155, 0.0495607927441597, 0.02508072555065155, 0.05495687201619148, 0.08929623663425446, 0.04844730347394943, 0.03140685334801674, 0.03496736288070679, 0.07726910710334778, 0.028454629704356194, 0.03535647690296173, 0.02997620217502117, 0.042938992381095886, 0.20465187728405, 0.029629020020365715, 0.061144743114709854, 0.038181569427251816, 0.03639485687017441]
['[CLS]', 'is', 'het', 'goed', 'met', 'je', 'moeder', '[SEP]']	[0.1686355322599411, 0.11738327890634537, 0.07487250119447708, 0.1302897036075592, 0.08733491599559784, 0.12277825176715851, 0.13905176520347595, 0.1596541404724121]
['[CLS]', 'och', 'jawel', '[SEP]']	[0.14970217645168304, 0.2758614122867584, 0.4363207519054413, 0.1381155252456665]
['[CLS]', 'je', 'weet', 'dat', 'ze', 'hertrouwd', 'is', '[SEP]']	[0.07006513327360153, 0.06647450476884842, 0.07852443307638168, 0.05016862601041794, 0.04905689135193825, 0.5696529820561409, 0.05060505121946335, 0.06545229256153107]
['[CLS]', 'ik', 'vrees', 'dat', 'ik', 'mijn', 'verbazing', 'nogal', 'duidelijk', 'liet', 'blijken', '[SEP]']	[0.05532914772629738, 0.055188704282045364, 0.09662272781133652, 0.046612780541181564, 0.05152304098010063, 0.05860593542456627, 0.1395665556192398, 0.1702866107225418, 0.07239160686731339, 0.0712219700217247, 0.1332566738128662, 0.049394261091947556]
['[CLS]', 'mevrouw', 'cavendish', 'die', 'met', 'johns', 'vader', 'trouwde', 'toen', 'deze', 'weduwnaar', 'was', 'en', 'twee', 'zoons', 'had', 'was', 'in', 'mijn', 'herinnering', 'een', 'knappe', 'vrouw', 'van', 'middelbare', 'leeftijd', '[SEP]']	[0.02822098508477211, 0.03726601228117943, 0.0887513030320406, 0.018786808475852013, 0.015966976061463356, 0.09199144039303064, 0.023683929815888405, 0.0927787572145462, 0.030305687338113785, 0.02533743716776371, 0.11947548389434814, 0.017612019553780556, 0.01621585711836815, 0.02270137332379818, 0.06803573668003082, 0.01867407187819481, 0.017685463652014732, 0.015699848532676697, 0.01656896434724331, 0.038749974220991135, 0.015808481723070145, 0.04053540527820587, 0.020523183047771454, 0.015280035324394703, 0.044252362102270126, 0.034261301159858704, 0.024830855429172516]
['[CLS]', 'ze', 'moest', 'nu', 'op', 'minst', 'zeventig', 'zijn', '[SEP]']	[0.0772472396492958, 0.07028297334909439, 0.0982893779873848, 0.07348670065402985, 0.05739126354455948, 0.3715527653694153, 0.11637865751981735, 0.0574263297021389, 0.07794471830129623]
['[CLS]', 'ik', 'herinnerde', 'me', 'haar', 'als', 'een', 'energieke', 'dominerende', 'persoonlijkheid', 'die', 'zich', 'ook', 'op', 'liefdadig', 'en', 'maatschappelijk', 'terrein', 'nogal', 'liet', 'gelden', 'graag', 'bazaars', 'opende', 'en', 'voor', 'weldoenster', 'speelde', '[SEP]']	[0.024575896561145782, 0.015895891934633255, 0.11498384922742844, 0.016959449276328087, 0.01463625393807888, 0.017997097223997116, 0.013612247072160244, 0.057023607194423676, 0.09262144844979048, 0.03311946615576744, 0.015382199548184872, 0.017572592943906784, 0.017774539068341255, 0.014212152920663357, 0.07520940154790878, 0.014252838678658009, 0.03279919922351837, 0.030124202370643616, 0.048325810581445694, 0.02213188260793686, 0.03735429793596268, 0.02555822767317295, 0.07079482078552246, 0.04106442257761955, 0.014182467944920063, 0.014748177491128445, 0.06517509371042252, 0.02264394611120224, 0.019268518313765526]
['[CLS]', 'ze', 'was', 'erg', 'vrijgevig', 'en', 'bezat', 'een', 'aanzienlijk', 'eigen', 'vermogen', '[SEP]']	[0.059175897389650345, 0.048331569880247116, 0.04534410312771797, 0.08186138421297073, 0.18248462304472923, 0.04011970013380051, 0.14832982420921326, 0.03932850435376167, 0.11883506923913956, 0.060592103749513626, 0.12331558763980865, 0.05228167027235031]
['[CLS]', 'cavendish', 'had', 'in', 'het', 'begin', 'van', 'hun', 'trouwen', 'een', 'buitenhuis', 'styles', 'court', 'gekocht', '[SEP]']	[0.04827252775430679, 0.17523744702339172, 0.03310554847121239, 0.026609860360622406, 0.0250743106007576, 0.04697125405073166, 0.025606099516153336, 0.03726189583539963, 0.059584833681583405, 0.02828209102153778, 0.08272508531808853, 0.1906966008245945, 0.1190660111606121, 0.061341702938079834, 0.04016459360718727]
