['[CLS]', 'Um', 'das', 'Vorhandensein', 'der', 'Polymerasekettenreaktion-Produkte', 'feststellen', 'zu', 'können', 'verwendet', 'man', 'die', 'Gelelektrophorese', 'mit', 'einer', 'anschließenden', 'Behandlung', 'des', 'Gels', 'durch', 'Ethidiumbromid', '[SEP]']	[0.03459630161523819, 0.013266210444271564, 0.018763097003102303, 0.06974218413233757, 0.12432841956615448, 0.22997762635350227, 0.0301189748570323, 0.016371002420783043, 0.012683479115366936, 0.016036907210946083, 0.02617724798619747, 0.02664264850318432, 0.09610852785408497, 0.014303772710263729, 0.02732967957854271, 0.01744495891034603, 0.017769793048501015, 0.0280429907143116, 0.030110117979347706, 0.018127763643860817, 0.0808238610625267, 0.051234517246484756]
['[CLS]', 'Bei', 'dieser', 'Methode', 'wird', 'die', 'negative', 'Ladung', 'der', 'DNA-Fragmente', 'genutzt', '[SEP]']	[0.15675628185272217, 0.04545196518301964, 0.05848801136016846, 0.04777513071894646, 0.05525171756744385, 0.052943021059036255, 0.057596590369939804, 0.11822224780917168, 0.08118734508752823, 0.22447435930371284, 0.045333996415138245, 0.05651940032839775]
['[CLS]', 'Die', 'DNA-Fragmente', 'sind', 'auf', 'Grund', 'der', 'darin', 'enthaltenen', 'Phosphatreste', 'negativ', 'geladen', '[SEP]']	[0.08482847362756729, 0.09392659366130829, 0.16818243637681007, 0.04713381454348564, 0.0462234802544117, 0.041382767260074615, 0.05094166100025177, 0.03472414240241051, 0.07901879400014877, 0.1858009770512581, 0.037846051156520844, 0.09132560342550278, 0.03866533190011978]
['[CLS]', 'Anlegen', 'eines', 'elektrischen', 'Feldes', 'lässt', 'die', 'Polymerasekettenreaktion-Produkte', 'durch', 'ein', 'gelartiges', 'Medium', 'zumeist', 'Agarose', 'wandern', '[SEP]']	[0.05881643667817116, 0.08086753264069557, 0.042892683297395706, 0.062373941764235497, 0.04708753153681755, 0.02555972710251808, 0.03506311774253845, 0.26834299974143505, 0.01815413124859333, 0.02083735726773739, 0.0780692882835865, 0.016690650954842567, 0.04981539398431778, 0.06374537758529186, 0.10488429479300976, 0.02679937705397606]
['[CLS]', 'Die', 'DNA-Fragmente', 'wandern', 'durch', 'das', 'Agarose-Sieb', 'vom', 'Minuspol', 'zum', 'Pluspol', '[SEP]']	[0.08548079431056976, 0.13695058226585388, 0.16788136214017868, 0.11211506649851799, 0.03041861578822136, 0.04266401752829552, 0.19372321851551533, 0.023503024131059647, 0.07030397467315197, 0.025006555020809174, 0.05790524743497372, 0.054047707468271255]
['[CLS]', 'Kleinere', 'Fragmente', 'wandern', 'schneller', 'durch', 'das', 'Agarose-Sieb', 'daher', 'befinden', 'sie', 'sich', 'in', 'der', 'Nähe', 'zum', 'Pluspol', 'des', 'Gels', '[SEP]']	[0.04605582356452942, 0.052144309505820274, 0.046007927507162094, 0.08833269774913788, 0.04729299619793892, 0.021967316046357155, 0.023476019501686096, 0.12933694198727608, 0.03711859509348869, 0.025435663759708405, 0.02510441094636917, 0.02209155075252056, 0.024680083617568016, 0.11659037321805954, 0.028890805318951607, 0.040407776832580566, 0.05319967865943909, 0.05181293562054634, 0.05949270352721214, 0.06056131049990654]
['[CLS]', 'Die', 'größeren', 'Fragmente', 'wandern', 'langsamer', 'und', 'bleiben', 'in', 'der', 'Nähe', 'zum', 'Minuspol', '[SEP]']	[0.13032716512680054, 0.03877430036664009, 0.029272563755512238, 0.0657489076256752, 0.11408586800098419, 0.060679810121655464, 0.03938966244459152, 0.04411265626549721, 0.03453020378947258, 0.07886121422052383, 0.036858707666397095, 0.0544198676943779, 0.21732827834784985, 0.05561073496937752]
['[CLS]', 'Um', 'DNA-Fragmente', 'sichtbar', 'zu', 'machen', 'behandelt', 'man', 'das', 'Gel', 'mit', 'einer', 'wässrigen', 'Lösung', 'von', 'Ethidiumbromid', '[SEP]']	[0.07912731170654297, 0.032263122498989105, 0.1290163528174162, 0.024062052369117737, 0.03960762917995453, 0.02379155345261097, 0.0330221951007843, 0.044431187212467194, 0.03371906653046608, 0.047234728932380676, 0.026903195306658745, 0.06727132201194763, 0.13950919173657894, 0.031680408865213394, 0.06483229994773865, 0.13537209294736385, 0.048156313598155975]
['[CLS]', 'Das', 'Molekül', 'des', 'Ethidiumbromids', 'ist', 'planar', 'und', 'kann', 'sich', 'zwischen', 'den', 'Basen', 'der', 'DNA-Fragmente', 'einlagern', '[SEP]']	[0.07290062308311462, 0.039082061499357224, 0.059315379709005356, 0.03146902471780777, 0.13353767804801464, 0.022950097918510437, 0.04316231422126293, 0.029492173343896866, 0.026904316619038582, 0.021019412204623222, 0.024916652590036392, 0.06622081249952316, 0.051171619445085526, 0.04226566106081009, 0.09536449983716011, 0.22063058242201805, 0.019596781581640244]
['[CLS]', 'Nur', 'nach', 'dem', 'Entstehen', 'eines', 'solchen', 'Komplexes', 'und', 'durch', 'das', 'Beleuchten', 'mit', 'UV-Licht', 'kann', 'man', 'die', 'Polymerasekettenreaktion-Produkte', 'in', 'Form', 'von', 'Banden', 'sehen', 'und', 'fotografieren', '[SEP]']	[0.07087711244821548, 0.016630718484520912, 0.0174033734947443, 0.02556479163467884, 0.057809396646916866, 0.02861911430954933, 0.020107978954911232, 0.044702197425067425, 0.017789537087082863, 0.014803867787122726, 0.01831439882516861, 0.05557955428957939, 0.024809421971440315, 0.04500672407448292, 0.013672979548573494, 0.014954999089241028, 0.022310622036457062, 0.2035754695534706, 0.020375704392790794, 0.013873836025595665, 0.1125713661313057, 0.030189880169928074, 0.011098126880824566, 0.03752074018120766, 0.03203521389514208, 0.029802560806274414]
['[CLS]', 'In', 'der', 'homologen', 'Rekombinationsreparatur', 'veranlasst', 'RecA', 'in', 'Verbindung', 'mit', 'einer', 'Reihe', 'weiterer', 'Proteine', 'die', 'Auflösung', 'der', 'angehaltenen', 'Replikationsgabel', '[SEP]']	[0.0779581218957901, 0.020556094124913216, 0.05856573209166527, 0.038817547261714935, 0.13782067969441414, 0.07687739841639996, 0.032058827579021454, 0.03155381232500076, 0.018117746338248253, 0.032221850007772446, 0.022122595459222794, 0.018350904807448387, 0.022609654814004898, 0.05462796613574028, 0.04385741427540779, 0.03663305938243866, 0.0308219101279974, 0.09367948025465012, 0.11940336041152477, 0.03334569185972214]
['[CLS]', 'Kommt', 'der', 'Replikationskomplex', 'an', 'eine', 'schadhafte', 'DNA-Stelle', 'löst', 'er', 'sich', 'und', 'überspringt', 'den', 'Schaden', 'um', 'an', 'anderer', 'Stelle', 'fortzufahren', '[SEP]']	[0.11758845299482346, 0.04064118675887585, 0.03126997500658035, 0.12993604317307472, 0.015329997055232525, 0.0280555821955204, 0.09921620041131973, 0.07129799388349056, 0.03613825514912605, 0.018340785056352615, 0.017955824732780457, 0.025111811235547066, 0.07239802181720734, 0.032767586410045624, 0.07208570651710033, 0.01814967952668667, 0.017873000353574753, 0.017700690776109695, 0.017024755477905273, 0.0702725201845169, 0.050845950841903687]
['[CLS]', 'Es', 'entsteht', 'eine', 'Replikationslücke', 'im', 'Tochterstrang', 'die', 'über', '800', 'Basen', 'umfassen', 'kann', '[SEP]']	[0.1286424994468689, 0.04835409298539162, 0.047826267778873444, 0.04045593738555908, 0.21726517379283905, 0.04877853766083717, 0.10378593392670155, 0.05389648303389549, 0.048413198441267014, 0.03392242640256882, 0.06935855560004711, 0.05587171949446201, 0.05660662800073624, 0.04682261496782303]
['[CLS]', 'Bei', 'der', 'rekombinatorischen', 'Reparatur', 'bindet', 'das', 'RecA-Protein', 'an', 'die', 'Einzelstrang-DNA', '-', 'Enden', 'links', 'und', 'rechts', 'der', 'Replikationslücke', 'und', 'sucht', 'die', 'Schwesterchromatide', 'oder', 'das', 'homologe', 'Chromosom', 'nach', 'homologen', 'Sequenzen', 'ab', '[SEP]']	[0.16573108732700348, 0.01090625487267971, 0.08218052238225937, 0.0959983142092824, 0.03423859179019928, 0.019826953299343586, 0.020672112703323364, 0.04120444133877754, 0.008870101533830166, 0.02251977100968361, 0.06288104597479105, 0.00988748949021101, 0.021753587760031223, 0.00784052349627018, 0.016138488426804543, 0.007593619637191296, 0.010749997571110725, 0.056001133285462856, 0.02344409190118313, 0.025919441133737564, 0.013359985314309597, 0.042359902523458004, 0.015555499121546745, 0.01025945134460926, 0.02025358285754919, 0.013717523775994778, 0.00879278127104044, 0.025178685784339905, 0.041115558706223965, 0.01389369647949934, 0.05115591734647751]
