,sentence_id,word_id,word_id_orig,word,TRT,relFix
597160,0,0,1-5-1,de,0.0,
597161,0,1,1-5-2,enorme,0.0,
597162,0,2,1-5-3,belangstelling,0.0,
597163,0,3,1-5-4,die,0.0,
597164,0,4,1-5-5,het,0.0,
597165,0,5,1-5-6,publiek,0.0,
597166,0,6,1-5-7,toonde,0.0,
597167,0,7,1-5-8,voor,0.0,
597168,0,8,1-5-9,wat,0.0,
597169,0,9,1-5-10,indertijd,0.0,
597170,0,10,1-5-11,bekend,0.0,
597171,0,11,1-5-12,stond,0.0,
597172,0,12,1-5-13,als,0.0,
597173,0,13,1-5-14,de,0.0,
597174,0,14,1-5-15,zaak,0.0,
597175,0,15,1-5-16,styles,0.0,
597176,0,16,1-5-17,wordt,0.0,
597177,0,17,1-5-18,nu,0.0,
597178,0,18,1-5-19,wat,0.0,
597179,0,19,1-5-20,minder,0.0,
597180,1,0,1-5-21,niettemin,0.0,
597181,1,1,1-5-22,is,0.0,
597182,1,2,1-5-23,mij,0.0,
597183,1,3,1-5-24,zowel,0.0,
597184,1,4,1-5-25,door,0.0,
597185,1,5,1-5-26,mijn,0.0,
597186,1,6,1-5-27,vriend,0.0,
597187,1,7,1-5-28,poirot,0.0,
597188,1,8,1-5-29,als,0.0,
597189,1,9,1-5-30,door,0.0,
597190,1,10,1-5-31,de,0.0,
597191,1,11,1-5-32,betrokken,0.0,
597192,1,12,1-5-33,familieleden,0.0,
597193,1,13,1-5-34,verzocht,0.0,
597194,1,14,1-5-35,een,0.0,
597195,1,15,1-5-36,verslag,0.0,
597196,1,16,1-5-37,van,0.0,
597197,1,17,1-5-38,het,0.0,
597198,1,18,1-5-39,hele,0.0,
597199,1,19,1-5-40,gebeuren,0.0,
597200,1,20,1-5-41,te,0.0,
597201,1,21,1-5-42,schrijven,0.0,
597202,1,22,1-5-43,gezien,0.0,
597203,1,23,1-5-44,het,0.0,
597204,1,24,1-5-45,feit,0.0,
597205,1,25,1-5-46,dat,0.0,
597206,1,26,1-5-47,er,0.0,
597207,1,27,1-5-48,in,0.0,
597208,1,28,1-5-49,de,0.0,
597209,1,29,1-5-50,hele,0.0,
597210,1,30,1-5-51,wereld,0.0,
597211,1,31,1-5-52,grote,0.0,
597212,1,32,1-5-53,ruchtbaarheid,0.0,
597213,1,33,1-5-54,aan,0.0,
597214,1,34,1-5-55,gegeven,0.0,
597215,1,35,1-5-56,is,0.0,
597216,2,0,1-5-57,op,0.0,
597217,2,1,1-5-58,deze,0.0,
597218,2,2,1-5-59,manier,0.0,
597219,2,3,1-5-60,hopen,0.0,
597220,2,4,1-5-61,we,0.0,
597221,2,5,1-5-62,voorgoed,0.0,
597222,2,6,1-5-63,een,0.0,
597223,2,7,1-5-64,einde,0.0,
597224,2,8,1-5-65,te,0.0,
597225,2,9,1-5-66,maken,0.0,
597226,2,10,1-5-67,aan,0.0,
597227,2,11,1-5-68,de,0.0,
597228,2,12,1-5-69,sensationele,0.0,
597229,2,13,1-5-70,geruchten,0.0,
597230,2,14,1-5-71,die,0.0,
597231,2,15,1-5-72,nog,0.0,
597232,2,16,1-5-73,steeds,0.0,
597233,2,17,1-5-74,de,0.0,
597234,2,18,1-5-75,ronde,0.0,
597235,2,19,1-5-76,doen,0.0,
597236,3,0,1-6-1,ik,0.0,
597237,3,1,1-6-2,zal,0.0,
597238,3,2,1-6-3,daarom,0.0,
597239,3,3,1-6-4,in,0.0,
597240,3,4,1-6-5,het,0.0,
597241,3,5,1-6-6,kort,0.0,
597242,3,6,1-6-7,de,0.0,
597243,3,7,1-6-8,omstandigheden,0.0,
597244,3,8,1-6-9,uiteenzetten,0.0,
597245,3,9,1-6-10,die,0.0,
597246,3,10,1-6-11,ertoe,0.0,
597247,3,11,1-6-12,geleid,0.0,
597248,3,12,1-6-13,hebben,0.0,
597249,3,13,1-6-14,dat,0.0,
597250,3,14,1-6-15,ik,0.0,
597251,3,15,1-6-16,bij,0.0,
597252,3,16,1-6-17,de,0.0,
597253,3,17,1-6-18,zaak,0.0,
597254,3,18,1-6-19,betrokken,0.0,
597255,3,19,1-6-20,raakte,0.0,
597256,4,0,1-6-21,ik,0.0,
597257,4,1,1-6-22,was,0.0,
597258,4,2,1-6-23,gewond,0.0,
597259,4,3,1-6-24,van,0.0,
597260,4,4,1-6-25,het,0.0,
597261,4,5,1-6-26,front,0.0,
597262,4,6,1-6-27,naar,0.0,
597263,4,7,1-6-28,huis,0.0,
597264,4,8,1-6-29,gestuurd,0.0,
597265,4,9,1-6-30,en,0.0,
597266,4,10,1-6-31,nadat,0.0,
597267,4,11,1-6-32,ik,0.0,
597268,4,12,1-6-33,enige,0.0,
597269,4,13,1-6-34,maanden,0.0,
597270,4,14,1-6-35,had,0.0,
597271,4,15,1-6-36,doorgebracht,0.0,
597272,4,16,1-6-37,in,0.0,
597273,4,17,1-6-38,een,0.0,
597274,4,18,1-6-39,nogal,0.0,
597275,4,19,1-6-40,deprimerend,0.0,
597276,4,20,1-6-41,herstellingsoord,0.0,
597277,4,21,1-6-42,kreeg,0.0,
597278,4,22,1-6-43,ik,0.0,
597279,4,23,1-6-44,een,0.0,
597280,4,24,1-6-45,maand,0.0,
