,sentence_id,word_id,word_id_orig,word,TRT,relFix
836024,0,0,1-5-1,de,0.0,
836025,0,1,1-5-2,enorme,0.0,
836026,0,2,1-5-3,belangstelling,0.0,
836027,0,3,1-5-4,die,0.0,
836028,0,4,1-5-5,het,0.0,
836029,0,5,1-5-6,publiek,0.0,
836030,0,6,1-5-7,toonde,0.0,
836031,0,7,1-5-8,voor,0.0,
836032,0,8,1-5-9,wat,0.0,
836033,0,9,1-5-10,indertijd,0.0,
836034,0,10,1-5-11,bekend,0.0,
836035,0,11,1-5-12,stond,0.0,
836036,0,12,1-5-13,als,0.0,
836037,0,13,1-5-14,de,0.0,
836038,0,14,1-5-15,zaak,0.0,
836039,0,15,1-5-16,styles,0.0,
836040,0,16,1-5-17,wordt,0.0,
836041,0,17,1-5-18,nu,0.0,
836042,0,18,1-5-19,wat,0.0,
836043,0,19,1-5-20,minder,0.0,
836044,1,0,1-5-21,niettemin,0.0,
836045,1,1,1-5-22,is,0.0,
836046,1,2,1-5-23,mij,0.0,
836047,1,3,1-5-24,zowel,0.0,
836048,1,4,1-5-25,door,0.0,
836049,1,5,1-5-26,mijn,0.0,
836050,1,6,1-5-27,vriend,0.0,
836051,1,7,1-5-28,poirot,0.0,
836052,1,8,1-5-29,als,0.0,
836053,1,9,1-5-30,door,0.0,
836054,1,10,1-5-31,de,0.0,
836055,1,11,1-5-32,betrokken,0.0,
836056,1,12,1-5-33,familieleden,0.0,
836057,1,13,1-5-34,verzocht,0.0,
836058,1,14,1-5-35,een,0.0,
836059,1,15,1-5-36,verslag,0.0,
836060,1,16,1-5-37,van,0.0,
836061,1,17,1-5-38,het,0.0,
836062,1,18,1-5-39,hele,0.0,
836063,1,19,1-5-40,gebeuren,0.0,
836064,1,20,1-5-41,te,0.0,
836065,1,21,1-5-42,schrijven,0.0,
836066,1,22,1-5-43,gezien,0.0,
836067,1,23,1-5-44,het,0.0,
836068,1,24,1-5-45,feit,0.0,
836069,1,25,1-5-46,dat,0.0,
836070,1,26,1-5-47,er,0.0,
836071,1,27,1-5-48,in,0.0,
836072,1,28,1-5-49,de,0.0,
836073,1,29,1-5-50,hele,0.0,
836074,1,30,1-5-51,wereld,0.0,
836075,1,31,1-5-52,grote,0.0,
836076,1,32,1-5-53,ruchtbaarheid,0.0,
836077,1,33,1-5-54,aan,0.0,
836078,1,34,1-5-55,gegeven,0.0,
836079,1,35,1-5-56,is,0.0,
836080,2,0,1-5-57,op,0.0,
836081,2,1,1-5-58,deze,0.0,
836082,2,2,1-5-59,manier,0.0,
836083,2,3,1-5-60,hopen,0.0,
836084,2,4,1-5-61,we,0.0,
836085,2,5,1-5-62,voorgoed,0.0,
836086,2,6,1-5-63,een,0.0,
836087,2,7,1-5-64,einde,0.0,
836088,2,8,1-5-65,te,0.0,
836089,2,9,1-5-66,maken,0.0,
836090,2,10,1-5-67,aan,0.0,
836091,2,11,1-5-68,de,0.0,
836092,2,12,1-5-69,sensationele,0.0,
836093,2,13,1-5-70,geruchten,0.0,
836094,2,14,1-5-71,die,0.0,
