,sentence_id,word_id,word_id_orig,word,TRT,relFix
119432,0,0,1-5-1,de,184.0,0.0373073803730738
119433,0,1,1-5-2,enorme,519.0,0.10523114355231143
119434,0,2,1-5-3,belangstelling,632.0,0.1281427412814274
119435,0,3,1-5-4,die,0.0,0.0
119436,0,4,1-5-5,het,371.0,0.07522303325223033
119437,0,5,1-5-6,publiek,145.0,0.02939983779399838
119438,0,6,1-5-7,toonde,89.0,0.018045417680454177
119439,0,7,1-5-8,voor,190.0,0.03852392538523925
119440,0,8,1-5-9,wat,0.0,0.0
119441,0,9,1-5-10,indertijd,352.0,0.07137064071370641
119442,0,10,1-5-11,bekend,284.0,0.0575831305758313
119443,0,11,1-5-12,stond,124.0,0.025141930251419302
119444,0,12,1-5-13,als,0.0,0.0
119445,0,13,1-5-14,de,449.0,0.09103811841038119
119446,0,14,1-5-15,zaak,453.0,0.09184914841849148
119447,0,15,1-5-16,styles,261.0,0.05291970802919708
119448,0,16,1-5-17,wordt,332.0,0.06731549067315491
119449,0,17,1-5-18,nu,205.0,0.04156528791565288
119450,0,18,1-5-19,wat,0.0,0.0
119451,0,19,1-5-20,minder,342.0,0.06934306569343066
119452,1,0,1-5-21,niettemin,199.0,0.024625665140452915
119453,1,1,1-5-22,is,0.0,0.0
119454,1,2,1-5-23,mij,345.0,0.04269273604751887
119455,1,3,1-5-24,zowel,401.0,0.049622571463927734
119456,1,4,1-5-25,door,136.0,0.016829600296992948
119457,1,5,1-5-26,mijn,343.0,0.04244524192550427
119458,1,6,1-5-27,vriend,78.0,0.009652270758569484
119459,1,7,1-5-28,poirot,503.0,0.06224477168667244
119460,1,8,1-5-29,als,173.0,0.021408241554263085
119461,1,9,1-5-30,door,0.0,0.0
119462,1,10,1-5-31,de,151.0,0.018685806212102463
119463,1,11,1-5-32,betrokken,366.0,0.0452914243286722
119464,1,12,1-5-33,familieleden,669.0,0.08278678381388442
119465,1,13,1-5-34,verzocht,559.0,0.0691746071030813
119466,1,14,1-5-35,een,0.0,0.0
119467,1,15,1-5-36,verslag,438.0,0.05420121272119787
119468,1,16,1-5-37,van,91.0,0.011260982551664397
119469,1,17,1-5-38,het,0.0,0.0
119470,1,18,1-5-39,hele,75.0,0.009281029575547581
119471,1,19,1-5-40,gebeuren,564.0,0.06979334240811781
119472,1,20,1-5-41,te,0.0,0.0
119473,1,21,1-5-42,schrijven,224.0,0.02771934166563544
119474,1,22,1-5-43,gezien,512.0,0.06335849523573815
119475,1,23,1-5-44,het,286.0,0.03539165944808811
119476,1,24,1-5-45,feit,210.0,0.025986882811533225
119477,1,25,1-5-46,dat,0.0,0.0
119478,1,26,1-5-47,er,284.0,0.035144165326073507
119479,1,27,1-5-48,in,0.0,0.0
119480,1,28,1-5-49,de,0.0,0.0
119481,1,29,1-5-50,hele,371.0,0.0459101596337087
119482,1,30,1-5-51,wereld,142.0,0.017572082663036753
119483,1,31,1-5-52,grote,77.0,0.009528523697562182
119484,1,32,1-5-53,ruchtbaarheid,393.0,0.048632594975869324
119485,1,33,1-5-54,aan,0.0,0.0
119486,1,34,1-5-55,gegeven,491.0,0.06075980695458483
119487,1,35,1-5-56,is,0.0,0.0
119488,2,0,1-5-57,op,0.0,0.0
119489,2,1,1-5-58,deze,313.0,0.13626469307792774
119490,2,2,1-5-59,manier,132.0,0.057466260339573354
119491,2,3,1-5-60,hopen,148.0,0.06443186765346104
119492,2,4,1-5-61,we,0.0,0.0
119493,2,5,1-5-62,voorgoed,376.0,0.16369177187636047
119494,2,6,1-5-63,een,0.0,0.0
119495,2,7,1-5-64,einde,205.0,0.0892468437091859
119496,2,8,1-5-65,te,0.0,0.0
119497,2,9,1-5-66,maken,65.0,0.028297779712668697
119498,2,10,1-5-67,aan,169.0,0.07357422725293862
119499,2,11,1-5-68,de,49.0,0.02133217239878102
119500,2,12,1-5-69,sensationele,157.0,0.06835002176752286
119501,2,13,1-5-70,geruchten,66.0,0.028733130169786677
119502,2,14,1-5-71,die,98.0,0.04266434479756204
119503,2,15,1-5-72,nog,0.0,0.0
119504,2,16,1-5-73,steeds,193.0,0.08402263822377014
119505,2,17,1-5-74,de,165.0,0.0718328254244667
119506,2,18,1-5-75,ronde,161.0,0.07009142359599478
119507,2,19,1-5-76,doen,0.0,0.0
119508,3,0,1-6-1,ik,181.0,0.04925170068027211
119509,3,1,1-6-2,zal,125.0,0.034013605442176874
119510,3,2,1-6-3,daarom,555.0,0.1510204081632653
119511,3,3,1-6-4,in,128.0,0.034829931972789115
119512,3,4,1-6-5,het,262.0,0.07129251700680272
119513,3,5,1-6-6,kort,0.0,0.0
119514,3,6,1-6-7,de,245.0,0.06666666666666667
119515,3,7,1-6-8,omstandigheden,362.0,0.09850340136054422
119516,3,8,1-6-9,uiteenzetten,174.0,0.0473469387755102
119517,3,9,1-6-10,die,0.0,0.0
119518,3,10,1-6-11,ertoe,266.0,0.07238095238095238
119519,3,11,1-6-12,geleid,213.0,0.05795918367346939
119520,3,12,1-6-13,hebben,110.0,0.029931972789115645
119521,3,13,1-6-14,dat,0.0,0.0
119522,3,14,1-6-15,ik,159.0,0.04326530612244898
119523,3,15,1-6-16,bij,0.0,0.0
119524,3,16,1-6-17,de,0.0,0.0
119525,3,17,1-6-18,zaak,357.0,0.09714285714285714
119526,3,18,1-6-19,betrokken,261.0,0.07102040816326531
119527,3,19,1-6-20,raakte,277.0,0.07537414965986394
119528,4,0,1-6-21,ik,0.0,0.0
119529,4,1,1-6-22,was,0.0,0.0
119530,4,2,1-6-23,gewond,370.0,0.08703834391907786
119531,4,3,1-6-24,van,119.0,0.027993413314514232
119532,4,4,1-6-25,het,388.0,0.09127264173135732
119533,4,5,1-6-26,front,213.0,0.05010585744530699
119534,4,6,1-6-27,naar,179.0,0.042107739355445775
119535,4,7,1-6-28,huis,0.0,0.0
119536,4,8,1-6-29,gestuurd,223.0,0.05245824511879558
119537,4,9,1-6-30,en,0.0,0.0
119538,4,10,1-6-31,nadat,202.0,0.04751823100446954
119539,4,11,1-6-32,ik,0.0,0.0
119540,4,12,1-6-33,enige,125.0,0.029404845918607387
119541,4,13,1-6-34,maanden,123.0,0.02893436838390967
119542,4,14,1-6-35,had,0.0,0.0
119543,4,15,1-6-36,doorgebracht,410.0,0.09644789461303223
119544,4,16,1-6-37,in,178.0,0.04187250058809692
119545,4,17,1-6-38,een,0.0,0.0
119546,4,18,1-6-39,nogal,441.0,0.10374029640084687
119547,4,19,1-6-40,deprimerend,129.0,0.030345800988002825
119548,4,20,1-6-41,herstellingsoord,403.0,0.09480122324159021
