,sentence_id,word_id,word_id_orig,word,TRT,relFix
1015172,0,0,1-5-1,de,0.0,
1015173,0,1,1-5-2,enorme,0.0,
1015174,0,2,1-5-3,belangstelling,0.0,
1015175,0,3,1-5-4,die,0.0,
1015176,0,4,1-5-5,het,0.0,
1015177,0,5,1-5-6,publiek,0.0,
1015178,0,6,1-5-7,toonde,0.0,
1015179,0,7,1-5-8,voor,0.0,
1015180,0,8,1-5-9,wat,0.0,
1015181,0,9,1-5-10,indertijd,0.0,
1015182,0,10,1-5-11,bekend,0.0,
1015183,0,11,1-5-12,stond,0.0,
1015184,0,12,1-5-13,als,0.0,
1015185,0,13,1-5-14,de,0.0,
1015186,0,14,1-5-15,zaak,0.0,
1015187,0,15,1-5-16,styles,0.0,
1015188,0,16,1-5-17,wordt,0.0,
1015189,0,17,1-5-18,nu,0.0,
1015190,0,18,1-5-19,wat,0.0,
1015191,0,19,1-5-20,minder,0.0,
1015192,1,0,1-5-21,niettemin,0.0,
1015193,1,1,1-5-22,is,0.0,
1015194,1,2,1-5-23,mij,0.0,
1015195,1,3,1-5-24,zowel,0.0,
1015196,1,4,1-5-25,door,0.0,
1015197,1,5,1-5-26,mijn,0.0,
1015198,1,6,1-5-27,vriend,0.0,
1015199,1,7,1-5-28,poirot,0.0,
1015200,1,8,1-5-29,als,0.0,
1015201,1,9,1-5-30,door,0.0,
1015202,1,10,1-5-31,de,0.0,
1015203,1,11,1-5-32,betrokken,0.0,
1015204,1,12,1-5-33,familieleden,0.0,
1015205,1,13,1-5-34,verzocht,0.0,
1015206,1,14,1-5-35,een,0.0,
1015207,1,15,1-5-36,verslag,0.0,
1015208,1,16,1-5-37,van,0.0,
1015209,1,17,1-5-38,het,0.0,
1015210,1,18,1-5-39,hele,0.0,
1015211,1,19,1-5-40,gebeuren,0.0,
1015212,1,20,1-5-41,te,0.0,
1015213,1,21,1-5-42,schrijven,0.0,
1015214,1,22,1-5-43,gezien,0.0,
1015215,1,23,1-5-44,het,0.0,
1015216,1,24,1-5-45,feit,0.0,
1015217,1,25,1-5-46,dat,0.0,
1015218,1,26,1-5-47,er,0.0,
1015219,1,27,1-5-48,in,0.0,
1015220,1,28,1-5-49,de,0.0,
1015221,1,29,1-5-50,hele,0.0,
1015222,1,30,1-5-51,wereld,0.0,
1015223,1,31,1-5-52,grote,0.0,
1015224,1,32,1-5-53,ruchtbaarheid,0.0,
1015225,1,33,1-5-54,aan,0.0,
1015226,1,34,1-5-55,gegeven,0.0,
1015227,1,35,1-5-56,is,0.0,
1015228,2,0,1-5-57,op,0.0,
1015229,2,1,1-5-58,deze,0.0,
1015230,2,2,1-5-59,manier,0.0,
1015231,2,3,1-5-60,hopen,0.0,
1015232,2,4,1-5-61,we,0.0,
1015233,2,5,1-5-62,voorgoed,0.0,
1015234,2,6,1-5-63,een,0.0,
1015235,2,7,1-5-64,einde,0.0,
1015236,2,8,1-5-65,te,0.0,
1015237,2,9,1-5-66,maken,0.0,
1015238,2,10,1-5-67,aan,0.0,
1015239,2,11,1-5-68,de,0.0,
1015240,2,12,1-5-69,sensationele,0.0,
1015241,2,13,1-5-70,geruchten,0.0,
1015242,2,14,1-5-71,die,0.0,
1015243,2,15,1-5-72,nog,0.0,
1015244,2,16,1-5-73,steeds,0.0,
1015245,2,17,1-5-74,de,0.0,
1015246,2,18,1-5-75,ronde,0.0,
1015247,2,19,1-5-76,doen,0.0,
1015248,3,0,1-6-1,ik,0.0,
1015249,3,1,1-6-2,zal,0.0,
1015250,3,2,1-6-3,daarom,0.0,
1015251,3,3,1-6-4,in,0.0,
1015252,3,4,1-6-5,het,0.0,
1015253,3,5,1-6-6,kort,0.0,
1015254,3,6,1-6-7,de,0.0,
1015255,3,7,1-6-8,omstandigheden,0.0,
1015256,3,8,1-6-9,uiteenzetten,0.0,
1015257,3,9,1-6-10,die,0.0,
1015258,3,10,1-6-11,ertoe,0.0,
1015259,3,11,1-6-12,geleid,0.0,
1015260,3,12,1-6-13,hebben,0.0,
1015261,3,13,1-6-14,dat,0.0,
1015262,3,14,1-6-15,ik,0.0,
1015263,3,15,1-6-16,bij,0.0,
1015264,3,16,1-6-17,de,0.0,
1015265,3,17,1-6-18,zaak,0.0,
1015266,3,18,1-6-19,betrokken,0.0,
1015267,3,19,1-6-20,raakte,0.0,
1015268,4,0,1-6-21,ik,0.0,
1015269,4,1,1-6-22,was,0.0,
1015270,4,2,1-6-23,gewond,0.0,
1015271,4,3,1-6-24,van,0.0,
1015272,4,4,1-6-25,het,0.0,
1015273,4,5,1-6-26,front,0.0,
1015274,4,6,1-6-27,naar,0.0,
1015275,4,7,1-6-28,huis,0.0,
1015276,4,8,1-6-29,gestuurd,0.0,
1015277,4,9,1-6-30,en,0.0,
1015278,4,10,1-6-31,nadat,0.0,
1015279,4,11,1-6-32,ik,0.0,
1015280,4,12,1-6-33,enige,0.0,
1015281,4,13,1-6-34,maanden,0.0,
1015282,4,14,1-6-35,had,0.0,
1015283,4,15,1-6-36,doorgebracht,0.0,
1015284,4,16,1-6-37,in,0.0,
1015285,4,17,1-6-38,een,0.0,
1015286,4,18,1-6-39,nogal,0.0,
1015287,4,19,1-6-40,deprimerend,0.0,
1015288,4,20,1-6-41,herstellingsoord,0.0,
1015289,4,21,1-6-42,kreeg,0.0,
1015290,4,22,1-6-43,ik,0.0,
1015291,4,23,1-6-44,een,0.0,
1015292,4,24,1-6-45,maand,0.0,
1015293,4,25,1-6-46,ziekteverlof,0.0,
1015294,5,0,1-6-47,aangezien,0.0,
1015295,5,1,1-6-48,ik,0.0,
1015296,5,2,1-6-49,geen,0.0,
1015297,5,3,1-6-50,naaste,0.0,
1015298,5,4,1-6-51,familie,0.0,
1015299,5,5,1-6-52,of,0.0,
1015300,5,6,1-6-53,vrienden,0.0,
1015301,5,7,1-6-54,heb,0.0,
1015302,5,8,1-6-55,was,0.0,
1015303,5,9,1-6-56,ik,0.0,
1015304,5,10,1-6-57,nog,0.0,
1015305,5,11,1-6-58,aan,0.0,
1015306,5,12,1-6-59,het,0.0,
1015307,5,13,1-6-60,overleggen,0.0,
1015308,5,14,1-6-61,wat,0.0,
1015309,5,15,1-6-62,ik,0.0,
1015310,5,16,1-6-63,zou,0.0,
1015311,5,17,1-6-64,gaan,0.0,
1015312,5,18,1-6-65,doen,0.0,
1015313,5,19,1-6-66,toen,0.0,
1015314,5,20,1-6-67,ik,0.0,
1015315,5,21,1-6-68,john,0.0,
1015316,5,22,1-6-69,cavendish,0.0,
1015317,5,23,1-6-70,tegen,0.0,
1015318,5,24,1-6-71,t,0.0,
1015319,5,25,1-6-72,lijf,0.0,
1015320,5,26,1-6-73,liep,0.0,
1015321,6,0,1-6-74,ik,0.0,
1015322,6,1,1-6-75,had,0.0,
1015323,6,2,1-6-76,hem,0.0,
1015324,6,3,1-6-77,de,0.0,
1015325,6,4,1-6-78,laatste,0.0,
1015326,6,5,1-6-79,jaren,0.0,
1015327,6,6,1-6-80,weinig,0.0,
1015328,6,7,1-6-81,gezien,0.0,
1015329,7,0,1-6-82,eigenlijk,0.0,
1015330,7,1,1-6-83,had,0.0,
1015331,7,2,1-6-84,ik,0.0,
1015332,7,3,1-6-85,hem,0.0,
1015333,7,4,1-6-86,nooit,0.0,
1015334,7,5,1-6-87,goed,0.0,
1015335,7,6,1-6-88,gekend,0.0,
1015336,8,0,1-7-1,in,0.0,
1015337,8,1,1-7-2,de,0.0,
1015338,8,2,1-7-3,eerste,0.0,
1015339,8,3,1-7-4,plaats,0.0,
1015340,8,4,1-7-5,was,0.0,
1015341,8,5,1-7-6,hij,0.0,
1015342,8,6,1-7-7,ruim,0.0,
1015343,8,7,1-7-8,vijftien,0.0,
1015344,8,8,1-7-9,jaar,0.0,
1015345,8,9,1-7-10,ouder,0.0,
1015346,8,10,1-7-11,dan,0.0,
1015347,8,11,1-7-12,ik,0.0,
1015348,8,12,1-7-13,hoewel,0.0,
1015349,8,13,1-7-14,je,0.0,
1015350,8,14,1-7-15,hem,0.0,
1015351,8,15,1-7-16,zijn,0.0,
1015352,8,16,1-7-17,vijfenveertig,0.0,
1015353,8,17,1-7-18,jaar,0.0,
1015354,8,18,1-7-19,nauwelijks,0.0,
1015355,8,19,1-7-20,aanzag,0.0,
1015356,9,0,1-7-21,maar,0.0,
1015357,9,1,1-7-22,als,0.0,
1015358,9,2,1-7-23,jongen,0.0,
1015359,9,3,1-7-24,had,0.0,
1015360,9,4,1-7-25,ik,0.0,
1015361,9,5,1-7-26,dikwijls,0.0,
1015362,9,6,1-7-27,gelogeerd,0.0,
1015363,9,7,1-7-28,op,0.0,
1015364,9,8,1-7-29,styles,0.0,
1015365,9,9,1-7-30,het,0.0,
1015366,9,10,1-7-31,landgoed,0.0,
1015367,9,11,1-7-32,van,0.0,
1015368,9,12,1-7-33,zijn,0.0,
1015369,9,13,1-7-34,moeder,0.0,
1015370,9,14,1-7-35,in,0.0,
1015371,9,15,1-7-36,essex,0.0,
1015372,10,0,1-7-37,we,0.0,
1015373,10,1,1-7-38,praatten,0.0,
1015374,10,2,1-7-39,een,0.0,
1015375,10,3,1-7-40,hele,0.0,
